Be_star,Type,RA,DEC,Xcat,Xidentifier,Gamma,e_Gamma,E_Gamma,Fb,e_Fb,E_Fb,Fs,e_Fs,E_Fs,Fm,e_Fm,E_Fm,Fh,e_Fh,E_Fh,HRms,e_HRms,E_HRms,HRhm,e_HRhm,E_HRhm,DR3Name,Plx,RPlx,PM,e_PM,epsi,sepsi,RUWE,G,e_G,BP,e_BP,RP,e_RP,Teff,Gflux,e_Gflux,E_Gflux,dist,e_dist,E_dist,J,e_J,H,e_H,K,e_K,W1,e_W1,W2,e_W2,W3,e_W3,W4,e_W4,Vsini,Vtran,e_Vtran,E_Vtran,LX,e_LX,E_LX,fX2O,e_fX2O,E_fX2O,match_flag,Class,ref,G-BP,G-RP,G-J,G-K,BP-RP,J-H,J-K,H-K,W1-W2,W1-W3,W2-W3,W1-W4
RX J0048.5-7302,Be,12.14218199,-73.04203573,XMM,J004834.1-730232,0.7,1.0,0.8,1.2e-14,3e-15,3e-15,4e-16,3e-16,3e-16,1.9e-15,4e-16,4e-16,1e-14,3e-15,3e-15,0.6,0.2,0.2,0.7,0.3,0.3,Gaia DR3 4685949198438263040,-0.0328,-1.16,1.45,0.03,0.235,15.97,0.993,14.784,0.003,14.784,0.005,14.668,0.006,31470.0,1.236e-11,4e-14,4e-14,,,,14.7,0.05,14.62,0.05,14.44,0.08,14.12,0.03,13.83,0.03,12.78,,9.34,,,,,,,,,0.001,0.0002,0.0002,0,HMXB,1,0.0,0.11600000000000144,0.0840000000000014,0.3440000000000012,0.11600000000000144,0.08000000000000007,0.2599999999999998,0.17999999999999972,0.28999999999999915,1.3399999999999999,1.0500000000000007,4.779999999999999
RX J0049.2-7311,Be,12.30678073,-73.19385823,CXO,J004913.5-731137,1.2,0.1,0.1,2.27e-13,8e-15,8e-15,6.1e-15,1e-15,1e-15,2.1e-14,1e-15,1e-15,1.99e-13,8e-15,8e-15,0.55,0.07,0.07,0.81,0.05,0.05,Gaia DR3 4685944907831053184,0.0056,0.15,1.34,0.04,0.0,0.0,0.992,16.404,0.003,16.493,0.006,16.216,0.005,30096.0,2.779e-12,7e-15,7e-15,,,,16.11,0.09,15.9,0.2,15.88,,15.19,0.01,15.16,0.02,,,,,,,,,,,,0.082,0.003,0.003,0,HMXB,1,-0.08899999999999864,0.18799999999999883,0.2940000000000005,0.5239999999999991,0.27699999999999747,0.20999999999999908,0.22999999999999865,0.019999999999999574,0.02999999999999936,,,
RX J0049.5-7310,Be,12.37421201,-73.18292106,CXO,J004929.7-731058,0.9,0.1,0.1,3.4e-13,1e-14,1e-14,7e-15,1e-15,1e-15,2.7e-14,2e-15,2e-15,3.1e-13,1e-14,1e-14,0.61,0.08,0.08,0.84,0.05,0.05,Gaia DR3 4685944942190772224,-0.0047,-0.04,1.7,0.1,1.32,143.8,3.31,16.202,0.003,16.222,0.005,15.95,0.006,19987.0,3.35e-12,1e-14,1e-14,,,,15.6,0.1,15.3,0.1,15.0,0.2,14.53,0.01,14.39,0.01,,,,,,,,,,,,0.102,0.004,0.004,0,HMXB,1,-0.019999999999999574,0.25200000000000244,0.6020000000000021,1.2020000000000017,0.272000000000002,0.29999999999999893,0.5999999999999996,0.3000000000000007,0.1399999999999988,,,
RX J0049.7-7323,B2Ve,12.42504076,-73.38741548,CXO,J004942.0-732314,2.0,0.2,0.3,3.7e-14,3e-15,3e-15,2e-15,4e-16,4e-16,6.3e-15,6e-16,6e-16,2.8e-14,3e-15,3e-15,0.5,0.1,0.1,0.63,0.09,0.09,Gaia DR3 4685927315640017792,-0.0301,-1.51,1.32,0.02,0.09,2.317,1.035,14.797,0.004,14.841,0.008,14.65,0.01,32368.0,1.222e-11,5e-14,5e-14,,,,14.55,0.04,14.48,0.06,14.3,0.07,13.73,0.03,13.58,0.03,12.85,,9.25,,,,,,,,,0.003,0.0002,0.0002,0,HMXB,1,-0.04399999999999871,0.14700000000000024,0.2469999999999999,0.4969999999999999,0.19099999999999895,0.07000000000000028,0.25,0.17999999999999972,0.15000000000000036,0.8800000000000008,0.7300000000000004,4.48
DZ Tuc,Be,12.68629359,-73.26818073,CXO,J005044.6-731605,0.89,0.06,0.07,4.1e-13,1e-14,1e-14,1.6e-14,1e-15,1e-15,3.8e-14,2e-15,2e-15,3.56e-13,1e-14,1e-14,0.4,0.04,0.04,0.81,0.03,0.03,Gaia DR3 4685928999266932864,-0.0248,-1.01,1.45,0.03,0.064,0.7221,0.987,15.346,0.004,15.346,0.007,15.292,0.008,29222.0,7.37e-12,2e-14,2e-14,,,,15.3,0.05,15.3,0.1,14.8,0.1,14.59,0.03,14.37,0.04,12.76,,9.19,,,,,,,,,0.056,0.001,0.001,0,HMXB,1,0.0,0.05400000000000027,0.045999999999999375,0.5459999999999994,0.05400000000000027,0.0,0.5,0.5,0.22000000000000064,1.83,1.6099999999999994,5.4
SMC 25,Be,12.96678092,-73.17615542,CXO,J005152.0-731034,1.05,0.05,0.05,5.8e-13,2e-14,2e-14,7.2e-14,5e-15,5e-15,6.8e-14,4e-15,4e-15,4.4e-13,2e-14,2e-14,-0.02,0.05,0.05,0.73,0.05,0.05,Gaia DR3 4685938413838450688,-0.0247,-1.39,1.38,0.02,0.11,5.039,1.037,14.335,0.003,14.318,0.003,14.295,0.004,37563.0,1.869e-11,5e-14,5e-14,,,,14.43,0.03,14.45,0.05,14.17,0.07,13.73,0.03,13.56,0.03,12.46,,9.48,,,,,,,,,0.031,0.001,0.001,0,HMXB,1,0.017000000000001236,0.040000000000000924,-0.09499999999999886,0.16500000000000092,0.022999999999999687,-0.019999999999999574,0.2599999999999998,0.27999999999999936,0.16999999999999993,1.2699999999999996,1.0999999999999996,4.25
2E 0050.1-7247,Be,12.97140907,-72.53020645,CXO,J005153.0-723148,1.4,0.3,0.3,2.9e-14,3e-15,3e-15,2.2e-15,8e-16,8e-16,4.3e-15,7e-16,6e-16,2.3e-14,3e-15,3e-15,0.3,0.2,0.2,0.7,0.1,0.1,Gaia DR3 4688984061034529408,0.0078,0.25,1.48,0.04,0.282,22.63,1.279,14.862,0.006,14.72,0.01,14.97,0.02,29611.0,1.15e-11,6e-14,6e-14,,,,14.47,0.03,14.26,0.04,14.26,0.06,14.33,0.03,14.26,0.04,12.92,,8.5,0.3,,,,,,,,0.0026,0.0003,0.0003,0,HMXB,1,0.14199999999999946,-0.10800000000000054,0.39199999999999946,0.6020000000000003,-0.25,0.21000000000000085,0.21000000000000085,0.0,0.07000000000000028,1.4100000000000001,1.3399999999999999,5.83
X SMC X-3,O9IVe,13.02344958,-72.43451357,CXO,J005205.6-722603,0.77,0.03,0.03,6e-15,2e-15,2e-15,1.3e-15,6e-16,6e-16,7e-16,4e-16,3e-16,4e-15,2e-15,2e-15,-0.3,0.4,0.4,0.7,0.6,0.6,Gaia DR3 4688985847741087744,-0.0401,-1.94,1.48,0.03,0.105,3.188,1.029,14.811,0.003,14.806,0.005,14.745,0.01,19947.0,1.206e-11,3e-14,3e-14,,,,14.82,0.03,14.61,0.05,14.45,0.08,14.38,0.03,14.25,0.04,12.9,0.5,9.23,,,,,,,,,0.0005,0.0002,0.0002,0,HMXB,1,0.005000000000000782,0.06600000000000072,-0.009000000000000341,0.36100000000000065,0.06099999999999994,0.21000000000000085,0.370000000000001,0.16000000000000014,0.13000000000000078,1.4800000000000004,1.3499999999999996,5.15
2E 0050.4-7335,Be,13.05832549,-73.32189778,CXO,J005214.0-731918,1.39,0.02,0.03,1.1e-15,4e-16,1e-15,6e-16,3e-16,3e-16,4e-16,2e-16,2e-16,1e-20,1e-20,8.9169e-16,-0.2,0.4,0.4,-1.0,2.1,2.1,Gaia DR3 4685885980866646656,-0.0646,-3.8,1.36,0.02,0.0,0.0,0.916,14.57,0.003,14.612,0.008,14.446,0.005,37632.0,1.506e-11,5e-14,5e-14,,,,14.4,0.03,14.25,0.05,14.11,0.06,13.64,0.03,13.41,0.03,12.4,0.4,8.98,,,,,,,,,7e-05,3e-05,6e-05,0,HMXB,1,-0.041999999999999815,0.12400000000000055,0.16999999999999993,0.46000000000000085,0.16600000000000037,0.15000000000000036,0.2900000000000009,0.14000000000000057,0.23000000000000043,1.2400000000000002,1.0099999999999998,4.66
2E 0051.1-7214,Be,13.2302835,-71.96841874,XMM,J005255.3-715807,0.9,0.2,0.2,1.27e-12,2e-14,2e-14,7.6e-14,2e-15,2e-15,1.13e-13,2e-15,2e-15,1.08e-12,2e-14,2e-14,0.2,0.02,0.02,0.81,0.02,0.02,Gaia DR3 4689080337014302336,-0.077,-2.95,1.42,0.03,0.0,0.0,0.933,15.466,0.003,15.457,0.006,15.423,0.005,33642.0,6.6e-12,2e-14,2e-14,,,,15.38,0.05,15.16,0.08,15.0,0.1,14.71,0.03,14.56,0.04,12.89,,9.34,,,,,,,,,0.192,0.003,0.003,0,HMXB,1,0.008999999999998565,0.04299999999999926,0.08599999999999852,0.4659999999999993,0.034000000000000696,0.22000000000000064,0.3800000000000008,0.16000000000000014,0.15000000000000036,1.8200000000000003,1.67,5.370000000000001
Cl* NGC 330 ELS 055592,B3IVe,13.34460251,-72.19883642,XRT,11830,,,,9e-15,4e-15,4e-15,2e-15,1e-15,1e-15,2e-15,1e-15,1e-15,5e-15,3e-15,3e-15,-0.2,0.5,0.5,0.5,0.6,0.6,Gaia DR3 4689061812857160832,-0.0182,-0.38,1.42,0.06,0.119,0.7609,1.038,16.538,0.003,16.38,0.01,16.386,0.008,24506.0,2.457e-12,7e-15,7e-15,,,,16.3,0.2,14.67,,15.25,,,,,,,,,,118.0,,,,,,,0.004,0.002,0.002,1,star,,0.15800000000000125,0.15200000000000102,0.23799999999999955,1.2880000000000003,-0.006000000000000227,1.6300000000000008,1.0500000000000007,-0.5800000000000001,,,,
CXOU J005323.8-722715,Be,13.34942184,-72.45429642,CXO,J005323.8-722715,0.9,0.1,0.1,2.4e-13,1e-14,1e-14,1.2e-14,1e-15,1e-15,2.4e-14,2e-15,2e-15,2.1e-13,1e-14,1e-14,0.34,0.07,0.07,0.79,0.06,0.06,Gaia DR3 4689005260999717760,0.0096,0.29,1.47,0.04,0.037,0.1174,0.888,16.185,0.003,16.124,0.005,16.27,0.01,24523.0,3.401e-12,1e-14,1e-14,,,,16.3,0.1,15.8,0.2,16.5,,15.66,0.02,15.32,0.04,,,,,,,,,,,,0.071,0.003,0.003,0,HMXB,1,0.06099999999999994,-0.08500000000000085,-0.11500000000000199,-0.3150000000000013,-0.1460000000000008,0.5,-0.1999999999999993,-0.6999999999999993,0.33999999999999986,,,
Cl* NGC 330 ELS 065055,B1IIIe,13.48049322,-72.44595565,CXO,J005355.3-722645,0.71,0.03,0.03,7e-15,1e-15,1e-15,1.7e-15,4e-16,4e-16,1.5e-15,3e-16,3e-16,3.6e-15,9e-16,9e-16,-0.1,0.2,0.2,0.4,0.2,0.2,Gaia DR3 4689005432797634944,-0.0412,-2.16,1.41,0.02,0.104,3.471,0.987,14.665,0.003,14.632,0.005,14.607,0.008,34001.0,1.38e-11,4e-14,4e-14,,,,14.41,0.04,14.21,0.06,14.0,0.07,13.45,0.01,13.4,0.01,,,,,420.0,,,,,,,0.00049,8e-05,8e-05,0,HMXB,1,0.032999999999999474,0.05799999999999983,0.254999999999999,0.6649999999999991,0.025000000000000355,0.1999999999999993,0.41000000000000014,0.21000000000000085,0.049999999999998934,,,
Cl* NGC 330 ELS 016486,B1IIIe,13.69321968,-72.42300437,CXO,J005446.3-722522,2.1,0.4,0.5,2.5e-14,3e-15,3e-15,1.2e-15,4e-16,4e-16,3.4e-15,5e-16,5e-16,2e-14,3e-15,2e-15,0.5,0.2,0.2,0.7,0.1,0.1,Gaia DR3 4689006257431240960,-0.036,-1.36,1.43,0.03,0.096,1.479,1.012,15.482,0.003,15.451,0.005,15.366,0.005,31598.0,6.5e-12,2e-14,2e-14,,,,15.29,0.06,15.2,0.09,14.8,0.1,14.51,0.03,14.33,0.04,12.63,,8.91,,496.0,,,,,,,0.0039,0.0004,0.0004,0,HMXB,1,0.030999999999998806,0.11599999999999966,0.19200000000000017,0.6819999999999986,0.08500000000000085,0.08999999999999986,0.48999999999999844,0.3999999999999986,0.17999999999999972,1.879999999999999,1.6999999999999993,5.6
Cl* NGC 330 KWBBE 1054,Be,13.89644265,-72.48518194,CXO,J005535.1-722906,0.6,0.1,0.1,4.1e-14,5e-15,4e-15,3e-15,1e-15,1e-15,6e-15,1e-15,1e-15,3.2e-14,4e-15,4e-15,0.3,0.2,0.2,0.7,0.1,0.1,Gaia DR3 4688993200726721408,-0.0173,-0.88,1.42,0.02,0.092,2.742,0.917,14.671,0.003,14.635,0.005,14.671,0.008,36204.0,1.372e-11,4e-14,4e-14,,,,14.53,0.04,14.53,0.06,14.36,0.08,13.93,0.03,13.75,0.03,12.3,,9.05,,,,,,,,,0.003,0.0003,0.0003,1,HMXB,1,0.03599999999999959,0.0,0.14100000000000001,0.31099999999999994,-0.03599999999999959,0.0,0.16999999999999993,0.16999999999999993,0.17999999999999972,1.629999999999999,1.4499999999999993,4.879999999999999
Cl* NGC 330 G 68,B5IVe,13.95320073,-72.45357585,XMM,J005549.2-722709,,,,5e-15,3e-15,3e-15,8e-16,4e-16,4e-16,1.1e-15,3e-16,3e-16,3e-15,3e-15,3e-15,0.2,0.3,0.3,0.5,0.7,0.7,Gaia DR3 4688994437677214464,-0.0032,-0.05,1.59,0.08,0.295,2.269,1.084,17.321,0.003,17.298,0.007,17.334,0.01,15386.0,1.195e-12,3e-15,3e-15,,,,,,,,,,,,,,,,,,317.0,,,,,,,0.004,0.002,0.002,1,star,,0.02300000000000324,-0.012999999999998124,,,-0.036000000000001364,,,,,,,
2E 0054.4-7237,Be,14.0230721,-72.36652009,XMM,J005605.5-722159,,,,1.6e-14,2e-15,2e-15,3e-16,2e-16,2e-16,2.4e-15,3e-16,3e-16,1.3e-14,2e-15,2e-15,0.8,0.2,0.2,0.7,0.2,0.2,Gaia DR3 4689006875906895616,-0.01,-0.3,1.45,0.04,0.133,1.826,0.968,15.974,0.003,15.884,0.005,16.123,0.006,22384.0,4.13e-12,1e-14,1e-14,,,,15.85,0.09,14.19,,14.1,,,,,,,,,,,,,,,,,0.0038,0.0006,0.0006,0,HMXB,1,0.08999999999999986,-0.1490000000000009,0.12400000000000055,1.8740000000000006,-0.23900000000000077,1.6600000000000001,1.75,0.08999999999999986,,,,
Cl* NGC 330 KWBBE 222,B2IIIe,14.08276056,-72.46714302,XRT,13539,,,,5.8e-13,5e-14,5e-14,1.5e-13,2e-14,2e-14,1e-13,1e-14,1e-14,3.3e-13,4e-14,4e-14,-0.16,0.1,0.1,0.5,0.1,0.1,Gaia DR3 4688993475604509184,-0.2366,-3.73,1.39,0.07,0.557,33.63,1.519,15.874,0.003,15.556,0.008,15.688,0.009,9997.0,4.53e-12,1e-14,1e-14,,,,,,,,,,,,,,,,,,261.0,,,,,,,0.13,0.01,0.01,1,star,,0.3180000000000014,0.18599999999999994,,,-0.13200000000000145,,,,,,,
Cl* NGC 330 ELS 004509,B2IVe,14.16150651,-72.30366664,XMM,J005638.1-721810,,,,6e-15,5e-15,5e-15,6e-16,6e-16,6e-16,4e-16,5e-16,5e-16,5e-15,5e-15,5e-15,-0.2,0.8,0.8,0.9,1.2,1.2,Gaia DR3 4689013713496404864,0.0115,0.33,1.51,0.04,0.0,0.0,0.93,16.367,0.003,16.326,0.004,16.434,0.005,19984.0,2.877e-12,8e-15,8e-15,,,,16.8,0.1,16.25,,15.61,,,,,,,,,,101.0,,,,,,,0.002,0.002,0.002,1,star,,0.04100000000000037,-0.06700000000000017,-0.43299999999999983,0.7570000000000014,-0.10800000000000054,0.5500000000000007,1.1900000000000013,0.6400000000000006,,,,
gam Cas,B0IVpe,14.177451,60.7167228,XMM,J005642.4+604300,,,,1.4899e-10,9e-14,9e-14,1.862e-11,2e-14,2e-14,2.273e-11,2e-14,2e-14,1.0764e-10,9e-14,9e-14,0.0993,0.0006,0.0006,0.6513,0.0008,0.0008,Gaia DR3 426558460884582016,,,,,2.042,2968.0,,2.065,0.006,2.73,0.06,2.32,0.04,,1.513e-06,9e-09,9e-09,168.0,3.0,4.0,2.0,0.2,2.0,0.2,1.8,0.2,-0.91,,-0.34,,0.4,0.1,-0.287,0.01,432.0,,,,5.0565854e+32,1.9820254e+31,2.1021213e+31,9.85e-05,6e-07,6e-07,0,GCA,2,-0.665,-0.2549999999999999,0.06499999999999995,0.2649999999999999,0.41000000000000014,0.0,0.19999999999999996,0.19999999999999996,-0.5700000000000001,-1.31,-0.74,-0.623
RX J0057.4-7325,Be,14.36273442,-73.42207788,CXO,J005727.1-732519,0.7,0.1,0.1,8.3e-13,5e-14,5e-14,4.9e-14,7e-15,7e-15,7.6e-14,8e-15,8e-15,7.1e-13,5e-14,5e-14,0.22,0.09,0.09,0.81,0.08,0.08,Gaia DR3 4685702877789513856,0.0293,1.03,1.51,0.03,0.072,0.7259,0.953,15.625,0.003,15.581,0.006,15.631,0.008,31165.0,5.7e-12,2e-14,2e-14,,,,15.67,0.06,15.6,0.1,15.6,0.2,15.167,0.01,15.2,0.03,,,,,,,,,,,,0.146,0.009,0.009,0,HMXB,1,0.04400000000000048,-0.006000000000000227,-0.04499999999999993,0.025000000000000355,-0.05000000000000071,0.07000000000000028,0.07000000000000028,0.0,-0.032999999999999474,,,
