#,Be star,_RAJ2000,_DEJ2000,V,Type,vsini,conf_flag,_q_x,Source,_r,RA_ICRS,DE_ICRS,DR3Name,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,epsi,sepsi,RUWE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Teff,Pstar,SpType-ELS,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,BP-RP,abs_BPmag,gaia_conf,RA,DEC,_q_y,_r_CSC,r0,_2CXO,S_N,HRhm,HRhs,HRms,Fluxh,B_Fluxh,b_Fluxh,Fluxm,B_Fluxm,b_Fluxm,Fluxs,B_Fluxs,b_Fluxs,Fluxu,B_Fluxu,b_Fluxu,GamPL,B_GamPL,b_GamPL,NHPL,_r_XMM,ePos,_4XMM,srcML,Flux1,e_Flux1,Flux2,e_Flux2,Flux3,e_Flux3,Flux4,e_Flux4,Flux5,e_Flux5,Flux8,e_Flux8,Flux9,e_Flux9,HR1,e_HR1,HR2,e_HR2,HR3,e_HR3,HR4,e_HR4,_r_XRT,Err90,_2SXPS,Det,CR0,E_CR0,e_CR0,HR1_XRT,HR2_XRT,CR1,e_CR1,CR2,E_CR2,e_CR2,CR3,E_CR3,e_CR3,PcstS0,FPO0,E_FPO0,e_FPO0,FPU0,Gam1,E_Gam1,e_Gam1,Flag,X_pos,_RAJ2000_X,_DEJ2000_X,Flux_s,E_Flux_s,e_Flux_s,Flux_m,E_Flux_m,e_Flux_m,Flux_h,E_Flux_h,e_Flux_h,X_flux,Gamma,E_Gamma,e_Gamma,index_X,_q,conf_flag_X2O
151,Cl* NGC 330 G 68,13.95320073136,-72.45357585484,17.4,B5IVe,317.0,2,151.0,4.688994437677215e+18,0.0,13.95320073136,-72.45357585484,Gaia DR3 4688994437677214464,-0.0032,0.0675,-0.0471,1.586,0.892,0.082,-1.312,0.08017538,0.295,2.269,1.084,17.32065,0.002942,17.298206,0.007226,17.334349,0.009676,15385.9,0.9999286,B,8864.83691,6680.65039,12717.4795,5741.99463,5014.77783,6605.5166,-0.0361429999999991,2.559852249406454,0.0,13.95320073136,-72.45357585484,151.0,,,,,,,,,,,,,,,,,,,,,,,,4.216,1.65414,J005549.2-722709,9.63114,5.07501e-17,1.34041e-16,5.93258e-16,2.75899e-16,1.51067e-15,4.60349e-16,1.97116e-16,4.65747e-16,4.63084e-15,4.21463e-15,7.76243e-15,4.35952e-15,2.74834e-15,7.7381e-16,0.966707,0.195056,0.279471,0.219535,-0.923566,0.179716,0.871406,0.331023,7.44,3.1,8272.0,2.0,0.0,5.69e-05,0.0,-0.297,0.137,0.0,0.0,0.0,2.76e-05,0.0,0.0,2.39e-05,0.0,0.968,1e-20,2.7013e-15,1e-20,0.00e+00,,,,XMM+XRT,XMM,13.95531694,-72.45259389,7.709057855857051e-16,3.585154103902694e-16,3.585154103902694e-16,1.1432381486603753e-15,3.483808763645635e-16,3.483808763645635e-16,3.094404136455723e-15,2.717746160544919e-15,2.717746160544919e-15,XMM,,,,78,78.0,2.0
164,2E 0054.4-7237,14.021708333333333,-72.3667,15.88,Be,,0,164.0,4.689006875906896e+18,1.622,14.02307209505,-72.3665200861,Gaia DR3 4689006875906895616,-0.01,0.0329,-0.3041,1.447,0.712,0.042,-1.26,0.040088076,0.133,1.826,0.968,15.97395,0.002967,15.884355,0.004735,16.122932,0.005565,22384.4,0.9999989,B,18270.6055,12797.7051,24212.4727,10306.0137,8786.00586,13189.1543,-0.2385769999999993,-0.4244097019929356,0.0,14.02307209505,-72.3665200861,164.0,0.178,0.765,J005605.5-722159,5.737,,,,1e-20,4.2803570128156e-15,1e-20,1e-20,5.1437381034726e-16,1e-20,1e-20,5.2290086540334e-16,1e-20,0.0,2.6339623910412e-15,0.0,,,,,0.104,0.587872,J005605.5-722159,97.6809,8.21068e-17,1.20375e-16,2.14661e-16,1.74134e-16,3.18965e-15,4.19222e-16,9.71445e-15,1.19583e-15,1.04863e-14,3.51441e-15,2.88835e-14,4.12366e-15,9.83646e-15,8.97966e-16,0.42769,0.415311,0.881626,0.0800239,0.055846,0.0811863,-0.489517,0.0826985,3.3,2.4,5767.0,0.0,0.000505,0.000232,-0.000232,-0.078,0.321,0.0,0.0,0.000129,0.000113,-0.000113,0.000377,0.00015,-0.00015,0.8,2.398e-14,1.1021e-14,-1.1021e-14,3.05e-14,,,,CXO+XMM+XRT,CXO,14.022998573,-72.36656423,2.7894003425088747e-16,2.262774510704974e-16,2.262774510704974e-16,2.413849193321219e-15,3.172569675426796e-16,3.172569675426796e-16,1.294735999240837e-14,2.3793343106233606e-15,2.3793343106233606e-15,XMM,,,,14,14.0,0.0
190,Cl* NGC 330 KWBBE 222,14.08276055767,-72.46714301601,15.96,B2IIIe,261.0,2,190.0,4.688993475604509e+18,0.0,14.08276055767,-72.46714301601,Gaia DR3 4688993475604509184,-0.2366,0.0634,-3.7305,1.392,0.526,0.078,-1.289,0.06824145,0.557,33.63,1.519,15.874301,0.0032,15.55617,0.007609,15.68752,0.008557,9997.1,4.993e-05,O,16518.0879,13103.0059,20785.1504,11503.5107,9373.41895,15122.5635,-0.1313499999999994,-0.5336288642739557,1.0,14.08276055767,-72.46714301601,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.03,1.5,13539.0,0.0,0.00808,0.00106,-0.00106,0.212,0.385,0.000259,-0.000259,0.00202,0.000535,-0.000535,0.00532,0.000776,-0.000776,3.33e-08,7.72e-13,1.0129e-13,-1.0129e-13,8.86e-13,,,,XRT,XRT,14.07684,-72.46794,1.4505583193844685e-13,1.903200258002934e-14,1.903200258002934e-14,1.0400485058533311e-13,1.3645922113049376e-14,1.3645922113049376e-14,3.3393766923473703e-13,4.381418173618418e-14,4.381418173618418e-14,XRT,,,,154,154.0,2.0
216,Cl* NGC 330 ELS 004509,14.16150651198,-72.30366663757,16.52,B2IVe,101.0,2,216.0,4.689013713496405e+18,0.0,14.16150651198,-72.30366663757,Gaia DR3 4689013713496404864,0.0115,0.0354,0.3255,1.515,0.588,0.043,-1.396,0.039661665,0.0,0.0,0.93,16.366814,0.00293,16.326317,0.004281,16.43372,0.005497,19984.5,0.9999993,B,12168.0361,9436.39941,15232.0186,10748.3369,8581.09668,12490.96,-0.1074030000000014,0.9002145524644973,0.0,14.16150651198,-72.30366663757,216.0,,,,,,,,,,,,,,,,,,,,,,,,4.317,2.52748,J005638.1-721810,8.33291,2.07695e-17,1.86172e-16,4.42807e-16,4.48533e-16,5.5876e-16,6.99303e-16,8.26626e-15,2.75736e-15,1e-20,7.78038e-15,1.04177e-14,8.35196e-15,7.35648e-15,2.05862e-15,0.799818,0.232842,-0.346789,0.432034,0.647248,0.353686,-1.0,0.49275,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,14.15875194,-72.30280806,5.754030762296493e-16,5.828436948614482e-16,5.828436948614482e-16,4.2285591687494377e-16,5.292154256539459e-16,5.292154256539459e-16,5.298138607945028e-15,5.290617203229838e-15,5.290617203229838e-15,XMM,,,,79,79.0,2.0
217,gam Cas,14.177208333333333,60.71674166666667,2.47,B0IVpe,432.0,0,217.0,4.26558460884582e+17,0.433,14.17745099821,60.71672280471,Gaia DR3 426558460884582016,,,,,,,,,2.042,2968.0,,2.064583,0.006459,2.725843,0.056703,2.315109,0.036769,,0.99999845,,,,,,,,0.4107339999999997,,0.0,14.17745099821,60.71672280471,217.0,,,,,,,,,,,,,,,,,,,,,,,,1.01,0.849713,J005642.4+604300,13268000.0,4.45948e-12,9.01023e-15,1.43329e-11,1.42089e-14,3.00362e-11,2.03239e-14,6.14234e-11,4.72037e-14,1.06518e-10,1.24426e-13,2.17332e-10,1.36272e-13,9.78278e-11,3.89812e-14,0.600852,0.000704471,0.361398,0.000515199,-0.124144,0.000498733,-0.375511,0.000587793,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,14.17688194,60.71668806,1.8624806634249098e-11,1.846367552870543e-14,1.846367552870543e-14,2.273066234239957e-11,1.5380630984635028e-14,1.5380630984635028e-14,1.0763945712060449e-10,8.529493453744348e-14,8.529493453744348e-14,XMM,,,,80,80.0,0.0
228,RX J0057.4-7325,14.362499999999995,-73.42209722222222,15.67,Be,,0,228.0,4.685702877789514e+18,0.251,14.36273441519,-73.42207788488,Gaia DR3 4685702877789513856,0.0293,0.0285,1.0304,1.511,0.793,0.033,-1.286,0.031831376,0.072,0.7259,0.953,15.625085,0.003309,15.581367,0.006099,15.631404,0.007717,31165.1,0.99999785,O,11827.8643,9461.81738,15530.7705,12084.1299,9569.46875,14792.6494,-0.0500369999999996,0.2168353336900583,0.0,14.36273441519,-73.42207788488,228.0,0.253,0.771,J005727.1-732519,18.311,0.4822,0.51343,0.03998,7.092005504689e-13,7.5999489234039e-13,6.5840620859741e-13,7.5932139874396e-14,8.3659383727208e-14,6.8204896021584e-14,4.8511352327064e-14,5.5823033881863e-14,4.1199670772265e-14,0.0,1.5077083206825e-14,0.0,0.698495,0.84822,0.55252,10.146,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,2.2,150891.0,0.0,0.0133,0.00211,-0.00211,0.481,0.046,0.00155,-0.000777,0.00533,0.00128,-0.00128,0.00581,0.00136,-0.00136,0.0467,7.236e-13,1.1434e-13,-1.1434e-13,8.61e-13,1.48,0.48456,-0.39962,CXO+XRT,CXO,14.362974102,-73.422093612,4.8511352327064e-14,7.311681554798998e-15,7.311681554798998e-15,7.5932139874396e-14,7.727243852811997e-15,7.72724385281201e-15,7.092005504689e-13,5.0794341871490007e-14,5.0794341871490007e-14,CXO,0.698495,0.149725,0.14597499999999997,15,15.0,0.0
231,CXOU J005736.2-721934,14.400078,-72.326132,15.97,Be,,0,231.0,4.689001343986819e+18,0.001,14.40007795324,-72.3261323313,Gaia DR3 4689001343986819072,-0.0089,0.0304,-0.294,1.427,0.698,0.037,-1.244,0.0343635,0.0,0.0,0.961,15.94867,0.003196,15.96465,0.005605,15.851771,0.008885,31741.2,0.9999905,O,14029.2861,11295.4238,17106.5547,10735.2891,8762.6377,17047.5801,0.1128790000000012,0.2294721404814996,0.0,14.40007795324,-72.3261323313,231.0,0.108,0.712,J005735.9-721934,42.236,0.37102,0.59463,0.28732,2.7760848183877e-13,2.8792068426049e-13,2.6729627941705e-13,4.4992419549709e-14,4.6784813985387e-14,4.320002511403e-14,1.5319026100502e-14,1.6261697226805e-14,1.43763549742e-14,1.779288019445e-15,3.3532735751079e-15,2.0530246378212e-16,1.43707,1.5098,1.3668,50.7816,0.236,0.190512,J005735.9-721933,10840.7,5.22726e-17,6.27519e-17,6.47194e-16,1.36943e-16,2.30702e-15,2.09965e-16,1.00717e-14,6.80372e-16,1.7457e-13,7.89065e-15,2.30131e-13,8.03103e-15,1.38678e-14,5.94787e-16,0.906661,0.0396476,0.836656,0.0133149,0.365515,0.0119244,0.079342,0.0127021,1.42,1.1,23761.0,0.0,0.00856,0.000389,-0.000389,0.703,0.429,0.000208,-0.000119,0.00227,0.000196,-0.000196,0.0058,0.000302,-0.000302,6.66e-16,6.528e-13,2.9661e-14,-2.9661e-14,7.82e-13,0.7058,0.17652,-0.15286,CXO+XMM+XRT,CXO,14.39999357,-72.326116978,1.5319026100502e-14,9.426711263030008e-16,9.426711263020005e-16,4.4992419549709e-14,1.7923944356779975e-15,1.792394435679001e-15,2.7760848183877e-13,1.031220242172002e-14,1.031220242171997e-14,CXO,1.43707,0.07272999999999996,0.07027000000000005,16,16.0,0.0
238,RX J0058.2-7231,14.552446,-72.513544,14.9,Be,,0,238.0,4.685993080193877e+18,0.023,14.55245646984,-72.51354969409,Gaia DR3 4685993080193876608,-0.0384,0.0224,-1.7145,1.408,0.729,0.03,-1.205,0.023429943,0.092,2.343,1.006,14.777754,0.003024,14.830386,0.004238,14.638803,0.006118,32809.9,0.99996334,O,22423.3711,17848.1367,27647.2793,22561.5293,18847.8809,27445.9062,0.1915830000000014,-1.923118522131244,0.0,14.55245646984,-72.51354969409,238.0,,,,,,,,,,,,,,,,,,,,,,,,0.402,0.214147,J005812.5-723048,35187.2,1.2185e-15,2.54904e-16,4.8473e-15,4.44876e-16,3.80555e-14,1.2002e-15,3.75904e-13,6.18929e-15,1.6502e-12,3.49076e-14,2.18532e-12,3.56017e-14,3.01884e-13,3.87908e-15,0.870338,0.0206851,0.731275,0.00965967,0.33739,0.00827663,0.084522,0.00965814,0.6,1.0,29275.0,0.0,0.0431,0.000989,-0.000989,0.749,0.288,0.00147,-0.000199,0.013,0.00051,-0.00051,0.0244,0.000714,-0.000714,0.0,2.928e-12,6.7138e-14,-6.7138e-14,3.53e-12,1.237,0.07795,-0.07272,XMM+XRT,XMM,14.55211694,-72.513595,6.6087223221459085e-15,1.27373159170837e-15,1.2817705768778207e-15,2.990667222863207e-14,7.512211892195976e-15,7.587692368438167e-15,1.1092985672451496e-12,4.1755433998856394e-13,4.1609203545987465e-13,XMM,1.2369999885559082,0.07795000076293945,0.0727199986577034,81,81.0,1.0
248,[HP2004] 39,15.125791666666666,-72.34309999999999,,Be,,0,248.0,4.690499218096544e+18,1.808,15.1251850582,-72.34263261358,Gaia DR3 4690499218096543744,-0.0434,0.0171,-2.5352,1.418,0.709,0.02,-1.228,0.0181529,0.048,0.8711,0.933,14.548094,0.00281,14.550979,0.00303,14.483618,0.004156,19983.0,0.99999785,O,28075.8379,21387.6387,35998.8906,22536.9961,19056.4844,26743.5977,0.067361,-2.690684631420149,0.0,15.1251850582,-72.34263261358,248.0,,,,,,,,,,,,,,,,,,,,,,,,0.711,0.250697,J010030.1-722033,3364.81,3.34161e-16,9.38633e-17,7.64409e-16,1.25976e-16,5.02643e-15,3.06277e-16,2.22788e-14,1.04241e-15,2.87973e-14,3.78458e-15,5.29741e-14,4.11516e-15,2.00341e-14,7.11119e-16,0.824425,0.0201856,0.40335,0.0184967,0.044961,0.0166777,-0.040202,0.0203883,1.24,1.5,64205.0,0.0,0.00436,0.000508,-0.000508,0.554,0.232,0.000286,-0.00019,0.00149,0.00029,-0.00029,0.00241,0.000367,-0.000367,0.0,3.498e-13,4.0723e-14,-4.0723e-14,3.64e-13,1.053,0.29694,-0.26758,XMM+XRT,XMM,15.12581806,-72.34258611,1.0637309476531834e-15,5.610390923477642e-16,5.672647031763505e-16,4.005497579005658e-15,3.118589025238554e-15,3.1653994852630388e-15,2.6076041750476316e-14,3.269401633318755e-14,3.243814342508893e-14,XMM,1.0529999732971191,0.29693999886512756,0.2675800025463104,82,82.0,1.0
254,RX J0101.0-7206,15.262034,-72.116379,15.72,B3.5Ve,,0,254.0,4.690507052120064e+18,0.023,15.26204601397,-72.11638436378,Gaia DR3 4690507052120063488,0.0928,0.0316,2.9354,1.466,0.857,0.041,-1.19,0.033182036,0.138,2.535,1.111,15.65849,0.002877,15.653906,0.003951,15.576471,0.004907,32344.4,0.9999993,O,7298.85693,5984.45557,8922.03125,8270.70117,7798.91699,8693.13184,0.0774349999999994,1.3376317458800049,1.0,15.26204601397,-72.11638436378,254.0,0.045,0.721,J010102.9-720658,27.501,0.44222,0.42349,-0.02623,4.2066769683174e-14,4.5621875951067e-14,3.8215404559623e-14,5.7055178262174e-15,6.3196231137994e-15,5.0402370980035e-15,5.950375068529e-15,6.8406305587514e-15,5.0601195783067e-15,0.0,4.0250425338507e-15,0.0,0.91853,1.1154,0.75444,5.60665,0.714,0.190227,J010102.8-720658,2149.69,6.74785e-16,9.37781e-17,3.58029e-15,1.91546e-16,8.2711e-15,2.80711e-16,1.98586e-14,7.33232e-16,6.5882e-14,4.09931e-15,1.03441e-13,4.23256e-15,2.80176e-14,6.16665e-16,0.679478,0.0279935,0.407678,0.0206146,0.107042,0.0172177,-0.076384,0.0217114,1.35,2.4,45241.0,0.0,0.00524,0.00074,-0.00074,0.324,0.453,9.81e-05,-9.81e-05,0.00104,0.0003,-0.0003,0.00323,0.000498,-0.000498,0.286,4.006e-13,5.6563e-14,-5.6563e-14,4.03e-13,,,,CXO+XMM+XRT,CXO,15.26208677,-72.116384034,5.950375068529e-15,8.902554902223992e-16,8.902554902223006e-16,5.7055178262174e-15,6.141052875819994e-16,6.652807282139001e-16,4.2066769683174e-14,3.555106267892995e-15,3.8513651235510015e-15,CXO,0.91853,0.19687,0.16408999999999996,17,17.0,1.0
258,RX J0101.3-7211,15.336708333333329,-72.18860000000001,15.49,Be,,0,258.0,4.690505613293361e+18,0.66,15.33610977683,-72.18860693193,Gaia DR3 4690505613293360640,-0.0272,0.034,-0.7985,1.471,0.79,0.045,-1.24,0.036085606,0.217,6.593,1.054,15.589946,0.004522,15.498016,0.008509,15.68626,0.021769,27453.8,0.99999946,B,16972.9512,12425.1152,23570.2988,14967.6523,11526.1094,17770.8398,-0.1882440000000009,-0.6507708127788803,0.0,15.33610977683,-72.18860693193,258.0,0.054,0.778,J010120.6-721118,26.797,,,,,,,,,,,,,,,,,,,,0.083,0.164138,J010120.6-721119,4008.55,1.75619e-15,1.61747e-16,7.56552e-15,2.99284e-16,2.7041e-14,5.76059e-16,1.08816e-13,1.94247e-15,3.89009e-13,9.94626e-15,5.36326e-13,1.0185e-14,1.03235e-13,1.31697e-15,0.666565,0.0236225,0.450191,0.0152172,0.16765,0.0123994,0.05828,0.013706,1.18,2.4,51334.0,0.0,0.188,0.0271,-0.0271,0.287,0.511,0.00332,-0.00332,0.0368,0.0129,-0.0129,0.139,0.0215,-0.0215,0.0,2.121e-11,3.0574e-12,-3.0574e-12,2.31e-11,,,,CXO+XMM+XRT,CXO,15.336083058,-72.18859449,9.830972593651267e-15,3.889029176736465e-16,3.889029176736465e-16,2.0463968158449696e-14,4.3594737744123267e-16,4.3594737744123267e-16,3.1907327639917807e-13,6.495336463596925e-15,6.495336463596925e-15,XMM,,,,18,18.0,0.0
261,RX J0101.8-7223,15.467899,-72.39279,14.61,Be,,0,261.0,4.687492917085084e+18,0.025,15.46791058315,-72.39279589225,Gaia DR3 4687492917085083648,-0.0585,0.0197,-2.9668,1.487,0.793,0.025,-1.258,0.022082375,0.056,0.8653,0.99,14.862729,0.002808,14.86627,0.003182,14.798992,0.004046,36576.4,0.99999785,O,29345.4688,23763.6602,38056.7891,25886.6973,17514.7363,31522.1602,0.0672779999999999,-2.471435259250832,1.0,15.46791058315,-72.39279589225,261.0,0.322,0.794,J010152.2-722334,21.378,0.42473,0.58713,0.21487,1.1566545095566e-12,1.2276485492096e-12,1.0812233424252e-12,1.5909640648236e-13,1.721282297795e-13,1.4606458318523e-13,5.3904285859595e-14,6.1074826042927e-14,4.6285586914805e-14,0.0,5.8031373183454e-15,0.0,1.07582,1.21,0.94667,34.672,1.159,0.299919,J010152.1-722335,48211.3,2.03217e-15,2.72603e-16,2.57314e-14,8.5882e-16,1.05433e-13,1.76623e-15,3.17673e-13,5.2461e-15,1.08059e-12,2.59649e-14,1.58276e-12,2.66363e-14,3.32942e-13,3.72609e-15,0.798153,0.0145359,0.553733,0.00940931,0.036126,0.00883899,-0.174568,0.01017,1.57,1.2,71516.0,0.0,0.022,0.00111,-0.00111,0.662,0.248,0.00137,-0.000304,0.00754,0.000641,-0.000641,0.0131,0.000852,-0.000852,0.000901,1.5e-12,7.5523e-14,-7.5523e-14,1.77e-12,1.161,0.15088,-0.15688,CXO+XMM+XRT,CXO,15.46787429,-72.392884623,5.3904285859595e-14,7.170540183331994e-15,7.618698944790002e-15,1.5909640648236e-13,1.303182329714e-14,1.3031823297130003e-14,1.1566545095566e-12,7.099403965299987e-14,7.543116713140008e-14,CXO,1.07582,0.13417999999999997,0.12915,19,19.0,1.0
266,RX J0103.6-7201,15.9064071959,-72.02589539658,14.65,O5Ve,,2,266.0,4.690513034998266e+18,0.0,15.9064071959,-72.02589539658,Gaia DR3 4690513034998265728,-0.016,0.02,-0.798,1.445,0.793,0.027,-1.208,0.022715734,0.106,3.716,0.951,14.574079,0.002995,14.546083,0.004874,14.575459,0.005651,36403.8,4.993e-05,O,20850.4922,16585.4766,26644.1055,18183.6758,14087.4268,23862.4199,-0.0293760000000009,-2.049498557273328,0.0,15.9064071959,-72.02589539658,266.0,0.081,0.71,J010337.5-720133,54.892,0.55965,0.5659,0.00625,1.5641845079007e-13,1.6680314341355e-13,1.4603375816659e-13,1.431858919144e-14,1.5827475490324e-14,1.2809702892555e-14,8.8606543749724e-15,1.0104486546223e-14,7.5211428059328e-15,2.4605205114039e-15,4.4653890762515e-15,3.6452155724502e-16,0.643022,0.81501,0.48971,6.80418,0.338,0.102122,J010337.5-720132,94665.0,2.63386e-15,8.29012e-17,2.14814e-14,2.3176e-16,4.7972e-14,2.93344e-16,1.08982e-13,6.91463e-16,3.40594e-13,2.55259e-15,6.49209e-13,3.02957e-15,1.01854e-13,5.14705e-16,0.706963,0.0054938,0.502536,0.00340771,0.191583,0.00246374,-0.160184,0.0023899,2.18,2.0,2081.0,4.0,0.0177,0.000383,-0.000383,0.223,0.997,0.0,0.0,0.0,0.000453,0.0,0.0163,0.000272,-0.000272,0.0,8.455e-13,1.8246e-14,-1.8246e-14,1.08e-12,,,,CXO+XMM+XRT,CXO,15.906454627,-72.025912603,8.8606543749724e-15,1.2438321712505993e-15,1.3395115690395998e-15,1.431858919144e-14,1.5088862988840015e-15,1.5088862988849986e-15,1.5641845079007e-13,1.0384692623480006e-14,1.0384692623479981e-14,CXO,0.643022,0.17198800000000003,0.153312,20,20.0,0.0
271,RX J0105.5-7221,16.148,-72.36328055555555,15.15,Be,,0,271.0,4.68748790056197e+18,0.755,16.14768399786,-72.3634672867,Gaia DR3 4687487900561970048,0.0193,0.0252,0.7646,1.491,0.778,0.035,-1.272,0.029359212,0.147,4.606,1.065,15.121189,0.003083,15.120734,0.005298,15.068729,0.005902,34438.1,4.993e-05,B,12881.1953,10176.4453,17016.1738,10756.1504,8079.75488,14222.749,0.0520050000000011,-0.4290468244777319,1.0,16.14768399786,-72.3634672867,271.0,0.404,0.906,J010435.4-722148,5.412,,,,1e-20,3.3755753248866e-14,1e-20,1e-20,1.5763237381799e-15,1e-20,1e-20,1.3267520399861e-15,1e-20,,,,,,,,2.999,0.793108,J010435.4-722151,169.354,8.01649e-19,7.29305e-17,6.06896e-19,9.41358e-17,4.41195e-15,6.88715e-16,2.48714e-14,2.54591e-15,5.01111e-14,9.00488e-15,7.87945e-14,9.39908e-15,2.27086e-14,1.80834e-15,-0.692636,1.17756,0.997545,0.0485307,0.29243,0.0781626,-0.320914,0.0879981,2.77,3.1,153308.0,0.0,0.0114,0.00232,-0.00232,0.384,0.425,0.000652,-0.000652,0.00252,0.000983,-0.000983,0.00691,0.00158,-0.00158,0.663,5.437e-13,1.1084e-13,-1.1084e-13,6.98e-13,,,,CXO+XMM+XRT,CXO,16.147830012,-72.363364013,7.886276083067097e-19,1.2232423810675763e-16,1.2232423810675763e-16,3.33885597117977e-15,5.212026859305013e-16,5.212026859305013e-16,4.805888002330412e-14,5.9977756665044566e-15,5.9977756665044566e-15,XMM,,,,21,21.0,1.0
273,RX J0105.3-7210,16.290251,-72.196375,15.63,Be,,0,273.0,4.687503225007731e+18,0.065,16.29030355424,-72.19636694911,Gaia DR3 4687503225007730432,-1.8033,0.4115,-4.3821,4.024,3.639,0.579,1.718,0.48204082,3.046,17.29,1.63,19.238228,0.009569,19.014702,0.016791,17.72337,0.009347,,0.23776172,,9144.44629,5324.89746,13847.9512,3495.29443,2950.49878,4181.70898,1.2913320000000006,4.208914932883111,0.0,16.29030355424,-72.19636694911,273.0,0.136,0.717,J010509.7-721146,23.739,0.20612,0.19613,-0.01124,3.2880486239013e-14,3.6326610575888e-14,2.9434361902137e-14,8.9771127619937e-15,9.7207056474348e-15,8.2335198765526e-15,5.3215139354146e-15,6.0198609573538e-15,4.5732849833369e-15,0.0,1.8670238511366e-15,0.0,1.66327,1.8741,1.4669,24.409,0.393,0.148943,J010509.6-721147,1498.12,2.45348e-16,5.86634e-17,6.42025e-15,1.94908e-16,2.34005e-14,3.24722e-16,3.56175e-14,6.80596e-16,7.79002e-14,3.44771e-15,1.52602e-13,3.58391e-15,6.37016e-14,6.58425e-16,0.935591,0.0112521,0.518983,0.00998727,-0.286036,0.00987125,-0.297845,0.0180069,2.54,2.0,7054.0,4.0,0.00534,0.00033,-0.00033,0.382,-0.109,0.000515,-0.000129,0.00206,0.00017,-0.00017,0.00162,0.000159,-0.000159,0.537,2.349e-13,1.45e-14,-1.45e-14,3.08e-13,1.816,0.18739,-0.1789,CXO+XMM+XRT,CXO,16.290421471,-72.196378591,5.3215139354146e-15,6.983470219391997e-16,7.482289520777004e-16,8.9771127619937e-15,7.435928854411004e-16,7.435928854411004e-16,3.2880486239013e-14,3.446124336875001e-15,3.446124336875998e-15,CXO,1.66327,0.21083000000000007,0.19636999999999993,22,22.0,0.0
275,RX J0105.9-7203,16.480222,-72.064044,,Be,,0,275.0,4.687508001011164e+18,0.023,16.480233292,-72.06404934778,Gaia DR3 4687508001011164544,0.0048,0.0276,0.1738,1.408,0.772,0.033,-1.178,0.032052957,0.096,1.368,1.009,15.551543,0.003138,15.553448,0.005405,15.491486,0.005058,33128.7,0.9999993,O,13389.9707,10457.0723,17054.1777,6975.52637,6378.2085,7560.78369,0.0619619999999994,-0.0804501334385978,0.0,16.480233292,-72.06404934778,275.0,0.025,0.712,J010555.2-720350,18.516,0.52467,0.52967,0.00625,2.772476183238e-14,3.0139802027288e-14,2.5309721637472e-14,3.1418278888825e-15,3.5219284687214e-15,2.7363872703877e-15,2.1969583572445e-15,2.4879731774399e-15,1.886542549036e-15,6.8602945677522e-16,1.0843691413544e-15,2.6555978971944e-16,0.668914,0.77631,0.57471,6.2312e-06,0.196,0.183495,J010555.2-720350,1404.97,2.59805e-16,6.89309e-17,5.00501e-16,8.77694e-17,1.10221e-15,1.05118e-16,1.79099e-14,6.15552e-16,1.23349e-13,4.95989e-15,1.59318e-13,5.03133e-15,1.03289e-14,3.64561e-16,-0.297384,0.0226389,0.613312,0.0187861,0.299012,0.0141047,0.048224,0.0159282,2.72,2.1,3369.0,4.0,0.000967,0.000103,-0.000103,0.556,0.543,0.0,0.0,0.000179,4.92e-05,-4.92e-05,0.000879,7e-05,-7e-05,0.0,1.15e-13,1.2246e-14,-1.2246e-14,1.15e-13,0.1615,0.24206,1.0,CXO+XMM+XRT,CXO,16.480212478,-72.064052005,2.1969583572445e-15,2.9101482019539995e-16,3.1041580820850003e-16,3.1418278888825e-15,3.801005798388999e-16,4.0544061849480017e-16,2.772476183238e-14,2.4150401949080013e-15,2.4150401949080013e-15,CXO,0.668914,0.10739599999999994,0.09420399999999995,23,23.0,0.0
