#,Be star,_RAJ2000,_DEJ2000,V,Type,vsini,conf_flag,_q_x,Source,_r,RA_ICRS,DE_ICRS,DR3Name,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,epsi,sepsi,RUWE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Teff,Pstar,SpType-ELS,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,BP-RP,abs_BPmag,gaia_conf,RA,DEC,_q_y,_r_CSC,r0,_2CXO,S_N,HRhm,HRhs,HRms,Fluxh,B_Fluxh,b_Fluxh,Fluxm,B_Fluxm,b_Fluxm,Fluxs,B_Fluxs,b_Fluxs,Fluxu,B_Fluxu,b_Fluxu,GamPL,B_GamPL,b_GamPL,NHPL,_r_XMM,ePos,_4XMM,srcML,Flux1,e_Flux1,Flux2,e_Flux2,Flux3,e_Flux3,Flux4,e_Flux4,Flux5,e_Flux5,Flux8,e_Flux8,Flux9,e_Flux9,HR1,e_HR1,HR2,e_HR2,HR3,e_HR3,HR4,e_HR4,_r_XRT,Err90,_2SXPS,Det,CR0,E_CR0,e_CR0,HR1_XRT,HR2_XRT,CR1,e_CR1,CR2,E_CR2,e_CR2,CR3,E_CR3,e_CR3,PcstS0,FPO0,E_FPO0,e_FPO0,FPU0,Gam1,E_Gam1,e_Gam1,Flag,X_pos,_RAJ2000_X,_DEJ2000_X,Flux_s,E_Flux_s,e_Flux_s,Flux_m,E_Flux_m,e_Flux_m,Flux_h,E_Flux_h,e_Flux_h,X_flux,Gamma,E_Gamma,e_Gamma,index_X,_q,conf_flag_X2O
1898,V986 Oph,271.1556666666666,1.9189916666666664,6.15,B0IIIne,,0,1898.0,4.4682331873359135e+18,0.086,271.15566156881,1.91896838194,Gaia DR3 4468233187335913472,0.9934,0.0513,19.3822,5.705,1.131,0.047,-5.592,0.04409912,0.294,89.94,0.869,6.090705,0.002869,6.060398,0.003332,6.087781,0.004262,,4.993e-05,O,982.252502,927.155212,1025.22754,964.794983,927.217773,1010.62146,-0.0273829999999994,-3.9007177186149926,0.0,271.15566156881,1.91896838194,1898.0,,,,,,,,,,,,,,,,,,,,,,,,1.235,0.593439,J180437.4+015509,3530.97,3.79337e-14,2.63596e-15,1.25461e-13,4.58392e-15,5.6168e-14,3.32479e-15,9.51111e-15,3.12919e-15,1.00501e-15,4.16643e-15,2.367e-13,9.29286e-15,2.31725e-13,7.6718e-15,0.548629,0.0273902,-0.409838,0.0288434,-0.886318,0.0354829,-0.871954,0.194193,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,271.15591389,1.91920111,1.6302959381140777e-13,5.956549171965697e-15,5.956549171965697e-15,4.2506570153611286e-14,2.516119843701489e-15,2.516119843701489e-15,6.740145359126046e-15,3.339691847604054e-15,3.339691847604054e-15,XMM,,,,132,132.0,0.0
1900,HD 164947,271.17370833333325,-24.3483,8.87,B2Vne,120.0,0,1900.0,4.066068903750863e+18,1.594,271.17352014243,-24.34870812448,Gaia DR3 4066068903750862976,0.7946,0.0213,37.2755,2.716,1.593,0.027,-2.2,0.018886028,0.107,7.441,0.726,9.761456,0.002791,9.808606,0.003082,9.607775,0.003881,,0.99992776,B,1217.60193,1182.36792,1248.94629,1213.66638,1182.5387,1246.46326,0.2008309999999991,-0.6189206390990041,0.0,271.17352014243,-24.34870812448,1900.0,0.224,0.85,J180441.6-242055,6.592,-0.21237,-0.61337,-0.45597,,,,1.5402912531434e-15,1.94430207364e-15,1.1362804326468e-15,2.354772565246e-15,2.8370753798145e-15,1.8440989968794e-15,,,,,,,,0.691,1.565537,J180441.6-242054,11.4331,4.63403e-16,2.95055e-16,2.68678e-15,5.26766e-16,2.26537e-15,5.42904e-16,1.81926e-15,9.34782e-16,3.48861e-15,4.26484e-15,1.28082e-14,4.559e-15,9.52018e-15,1.26099e-15,0.737519,0.117572,0.073369,0.126054,-0.524472,0.144729,-0.363056,0.339371,,,,,,,,,,,,,,,,,,,,,,,,,,CXO+XMM,CXO,271.173472455,-24.348663642,3.491321223811496e-15,6.845031285711099e-16,6.845031285711099e-16,1.7143766705043155e-15,4.1085648345456807e-16,4.1085648345456807e-16,3.401997632904947e-15,2.798373510266378e-15,2.798373510266378e-15,XMM,,,,63,63.0,0.0
1901,Cl* NGC 6530 SCB 790,271.17370833333325,-24.3497,9.406,B2IVe,,0,1901.0,4.0660659488133637e+18,0.298,271.17363961562,-24.34964603742,Gaia DR3 4066065948813363712,0.972,0.0217,44.7086,2.048,-1.295,0.027,-1.587,0.019440124,0.115,8.713,0.762,9.431237,0.002809,9.454242,0.003547,9.336712,0.003922,8336.1,0.9998032,B,999.721436,979.847351,1017.79205,999.127563,980.274597,1019.1756,0.1175300000000003,-0.5451530216932134,0.0,271.17363961562,-24.34964603742,1901.0,,,,,,,,,,,,,,,,,,,,,,,,4.059,1.565537,J180441.6-242054,11.4331,4.63403e-16,2.95055e-16,2.68678e-15,5.26766e-16,2.26537e-15,5.42904e-16,1.81926e-15,9.34782e-16,3.48861e-15,4.26484e-15,1.28082e-14,4.559e-15,9.52018e-15,1.26099e-15,0.737519,0.117572,0.073369,0.126054,-0.524472,0.144729,-0.363056,0.339371,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,271.17342889,-24.348535,3.491321223811496e-15,6.845031285711099e-16,6.845031285711099e-16,1.7143766705043155e-15,4.1085648345456807e-16,4.1085648345456807e-16,3.401997632904947e-15,2.798373510266378e-15,2.798373510266378e-15,XMM,,,,133,133.0,0.0
1903,Cl* NGC 6530 ZCW 254,271.210875,-24.428355555555555,11.97,B4Ve,,0,1903.0,4.066064643142852e+18,0.12,271.21084182484,-24.42836944088,Gaia DR3 4066064643142852224,0.7632,0.0153,49.9115,2.814,1.806,0.021,-2.158,0.014098629,0.044,1.476,0.669,11.721603,0.00322,11.994288,0.004554,11.22236,0.007557,,0.9999448,B,1235.87952,1216.89551,1256.86182,1229.62805,1205.80627,1254.21021,0.7719279999999991,1.5344073224071142,0.0,271.21084182484,-24.42836944088,1903.0,1.633,0.791,J180450.7-242542,21.868,0.05122,-0.0025,-0.05372,6.1476657905904e-14,6.720000202946e-14,5.5435350219929e-14,2.1455018409328e-14,2.3028298728267e-14,1.9881738090388e-14,1.3639923282973e-14,1.4899165441258e-14,1.2290735256239e-14,,,,2.24665,2.4071,2.0955,40.9523,1.509,1.133755,J180450.7-242542,383.882,1.07347e-16,3.35821e-16,4.79849e-15,8.80431e-16,1.44079e-14,1.35818e-15,2.13516e-14,2.87468e-15,2.94598e-14,1.27921e-14,7.93996e-14,1.35555e-14,5.30141e-14,3.24872e-15,0.982428,0.0430605,0.620039,0.0458965,-0.298338,0.0522687,-0.439758,0.096076,,,,,,,,,,,,,,,,,,,,,,,,,,CXO+XMM,CXO,271.211333366,-24.428442821,1.3639923282973e-14,1.2592421582850005e-15,1.3491880267339988e-15,2.1455018409328e-14,1.5732803189390004e-15,1.5732803189400006e-15,6.1476657905904e-14,5.723344123555993e-15,6.041307685975006e-15,CXO,2.24665,0.16044999999999998,0.1511499999999999,64,64.0,0.0
1904,V4379 Sgr,271.38879166666663,-19.754205555555554,7.05,B9Ve,,0,1904.0,4.095030181777184e+18,0.021,271.38878771379,-19.75420990027,Gaia DR3 4095030181777183616,5.9995,0.0258,232.1777,4.246,-4.134,0.03,-0.969,0.021107515,0.167,21.11,0.928,6.941215,0.003477,7.051128,0.006298,6.692513,0.007971,11418.0,0.99991596,B,165.714279,165.080292,166.37265,165.55603,164.803162,166.235367,0.3586150000000003,0.9543283419187648,0.0,271.38878771379,-19.75420990027,1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,3.8,193264.0,0.0,0.18,0.0184,-0.0184,0.282,-0.489,0.0439,-0.0092,0.0949,0.0126,-0.0126,0.0268,0.00712,-0.00712,0.171,3.988e-12,4.0698e-13,-4.0698e-13,1.85e-11,3.028,0.59602,-0.39529,XRT,XRT,271.38904,-19.75431,1.438907773407767e-12,1.5908493050840482e-12,1.6138418713706582e-12,4.027407519838119e-13,3.952948896800051e-13,4.812896318733402e-13,4.222501858844928e-13,4.5214128303210627e-13,4.955983243926496e-13,XRT,3.0280001163482666,0.596019983291626,0.39528998732566833,171,171.0,1.0
1908,HD 165783,272.112875,-19.86887777777778,8.33,B4IIe,,0,1908.0,4.095046193393027e+18,0.051,272.11288961594,-19.86888089252,Gaia DR3 4095046193393026944,0.7041,0.0241,29.261,1.603,-0.412,0.026,-1.549,0.018970938,0.123,9.205,0.877,8.261578,0.002949,8.427951,0.004336,7.926585,0.005325,,0.999998,B,1359.57373,1316.62561,1394.64624,1330.23438,1294.80701,1369.25928,0.501366,-2.23906282226524,0.0,272.11288961594,-19.86888089252,1908.0,,,,,,,,,,,,,,,,,,,,,,,,0.077,1.358219,J180827.0-195207,13.3293,3.6746e-16,2.52789e-16,1.05994e-15,3.59589e-16,1.25728e-16,2.0277e-16,5.52145e-16,6.21947e-16,2.9223e-15,3.30763e-15,8.76924e-15,3.55367e-15,4.10047e-15,9.8588e-16,0.767095,0.147358,-0.758625,0.142047,0.157437,0.248913,-0.593464,0.261402,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,272.11290694,-19.86886694,1.377333096854509e-15,4.672659121882522e-16,4.672659121882522e-16,9.514787872584459e-17,1.5345138210453923e-16,1.5345138210453923e-16,2.2268920801862952e-15,2.1571267834267414e-15,2.1571267834267414e-15,XMM,,,,134,134.0,0.0
1911,V3903 Sgr,272.32375,-23.988397222222225,7.36,B6IIIe,,0,1911.0,4.06627884609871e+18,0.048,272.32376307957,-23.98840294953,Gaia DR3 4066278846098710016,0.8368,0.0258,32.4202,3.02,2.766,0.032,-1.214,0.022838095,0.14,9.786,0.77,7.212316,0.003597,7.279822,0.008373,7.012226,0.007903,20649.5,5.297e-05,O,1148.00415,1114.1344,1186.09119,1139.76147,1104.32373,1176.48059,0.2675960000000001,-3.0198952901305143,0.0,272.32376307957,-23.98840294953,1911.0,0.348,1.322,J180917.6-235918,21.059,-0.73454,-0.9594,-0.74079,1e-20,1.7118763720883e-14,1e-20,2.2291760478469e-14,2.4743029508595e-14,1.9840491448343e-14,1.2424235330268e-13,1.3032353263834e-13,1.1816117396701e-13,,,,7.5981,8.3591,6.8991,72.3692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CXO,CXO,272.323658137,-23.988390642,1.2424235330268e-13,6.0811793356599934e-15,6.081179335670015e-15,2.2291760478469e-14,2.4512690301259987e-15,2.451269030126002e-15,1e-20,1.7118753720882998e-14,1e-20,CXO,7.5981,0.7610000000000001,0.6989999999999998,65,65.0,0.0
1913,HD 166188,272.5763333333333,-18.19480833333333,8.97,B3IIe,,0,1913.0,4.0957917997287347e+18,0.104,272.57633867039,-18.19483690223,Gaia DR3 4095791799728734848,0.5892,0.021,28.0793,2.609,1.903,0.023,-1.785,0.018056244,0.114,12.12,1.008,8.726829,0.006912,8.973854,0.018397,8.282721,0.020676,23722.6,0.9999268,B,1606.2146,1553.61389,1649.93262,1611.34583,1556.55273,1664.14575,0.6911329999999989,-2.055163845963385,0.0,272.57633867039,-18.19483690223,1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,3.9,196261.0,0.0,0.012,0.00446,-0.00446,0.853,-0.317,0.0,0.0,0.00769,0.00332,-0.00332,0.00365,0.00241,-0.00241,0.0621,3.805e-13,1.4177e-13,-1.4177e-13,1.15e-11,3.889,-1.0,-1.0608,XRT,XRT,272.57657,-18.19406,1.173900918380186e-13,2.0691109676474837e-13,2.0388242938503657e-13,1.7192125050979063e-14,2.804760044394754e-14,2.700582983125446e-14,9.589300697530048e-15,1.661107244918366e-14,1.6292811737572815e-14,XRT,3.8889999389648438,1.0,1.0607999563217163,172,172.0,1.0
1929,Cl* NGC 6611 PPM 38,274.66566666666665,-13.78213888888889,13.705,B8Ve,,0,1929.0,4.14660064435756e+18,0.712,274.6656373766,-13.78233464096,Gaia DR3 4146600644357559680,0.5233,0.0212,24.6412,1.623,0.239,0.024,-1.606,0.019656701,0.038,0.6931,1.097,13.494164,0.002829,13.9139,0.003691,12.875637,0.004127,,0.99999785,B,1787.55847,1727.22046,1868.70386,1780.01624,1715.23535,1854.42542,1.0382630000000006,2.652598718870621,0.0,274.6656373766,-13.78233464096,1929.0,0.207,0.741,J181839.7-134656,5.353,-0.35853,-0.32355,0.04622,1.7355128973354e-15,2.5206258747014e-15,9.5039991996937e-16,1.4648457261384e-15,1.831057157673e-15,1.0986342946038e-15,7.7136597615258e-16,1.0284879682034e-15,4.991191610399e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CXO,CXO,274.665678956,-13.782293531,7.7136597615258e-16,2.571219920508201e-16,2.7224681511268e-16,1.4648457261384e-15,3.6621143153459994e-16,3.6621143153459994e-16,1.7355128973354e-15,7.851129773660001e-16,7.8511297736603e-16,CXO,,,,66,66.0,0.0
1930,BD-13 4928,274.6782916666666,-13.780669444444444,10.044,O9.5Vne,,0,1930.0,4.1466006787172905e+18,0.619,274.6782351044,-13.78083223564,Gaia DR3 4146600678717290624,0.591,0.0164,35.9771,1.644,0.225,0.018,-1.629,0.014350169,0.065,4.6,0.903,9.925525,0.002925,10.200845,0.003845,9.458338,0.004948,14297.6,0.9999959,O,1614.19531,1582.68433,1654.41187,1548.19397,1522.2019,1608.63171,0.7425069999999998,-0.8389354057205924,0.0,274.6782351044,-13.78083223564,1930.0,0.175,0.726,J181842.7-134650,7.238,-0.41974,-0.76702,-0.50593,1.1549518900514e-15,1.7020343642863e-15,6.0786941581655e-16,1.3891043272995e-15,1.7258568914933e-15,1.0523517631057e-15,3.0758687568473e-15,3.629267903774e-15,2.5224696099206e-15,0.0,2.9199863738389e-15,0.0,,,,,1.721,2.265186,J181842.8-134649,17.2589,3.23267e-16,2.11481e-16,4.40156e-15,7.05244e-16,1e-20,1.581e-16,1e-20,3.15184e-16,1e-20,3.73958e-15,4.92038e-15,3.84621e-15,0.0,2.02106e-16,0.874348,0.0805252,-1.0,0.0600518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CXO+XMM,CXO,274.678263085,-13.780791861,3.0758687568473e-15,5.533991469267001e-16,5.533991469266997e-16,1.3891043272995e-15,3.3675256419380006e-16,3.3675256419380006e-16,1.1549518900514e-15,5.470824742348999e-16,5.4708247423485e-16,CXO,,,,67,67.0,0.0
1931,Cl* NGC 6611 BKP 29783,274.692197,-13.910324,13.59,Be,,2,1931.0,4.1465942190885023e+18,0.035,274.69220669441,-13.91032611262,Gaia DR3 4146594219088502272,2.4877,0.5438,4.5749,2.255,2.198,0.518,-0.503,0.3723374,3.23,5692.0,27.706,13.540186,0.003103,13.737662,0.005593,12.661281,0.006151,,0.9999937,unknown,484.95462,382.395355,658.241211,535.099121,439.643005,657.381409,1.0763809999999996,5.309156494675989,0.0,274.69220669441,-13.91032611262,1931.0,0.41,1.018,J181846.1-135437,9.57,-0.40475,-0.76327,-0.51093,4.2841283890675e-15,5.9977797446945e-15,2.4752741803501e-15,2.7933991263158e-15,3.3095707040045e-15,2.277227548627e-15,5.4453505546586e-15,6.1957053496026e-15,4.6949957597146e-15,2.1993337901972e-14,4.3986675803944e-14,0.0,,,,,0.889,1.973843,J181846.1-135437,311.552,9.4435e-17,1.25752e-16,5.54472e-15,4.78555e-16,5.18291e-15,5.56097e-16,2.50753e-15,9.18803e-16,1e-20,1.6866e-15,1.31297e-14,2.10981e-15,1.63026e-14,1.13228e-15,0.958055,0.0426645,-0.098979,0.0665896,-0.708638,0.0944708,-1.0,0.35341,,,,,,,,,,,,,,,,,,,,,,,,,,CXO+XMM,CXO,274.692254077,-13.910430446,5.4453505546586e-15,7.503547949440003e-16,7.503547949439995e-16,2.7933991263158e-15,5.161715776886998e-16,5.161715776888e-16,4.2841283890675e-15,1.7136513556269996e-15,1.8088542087174e-15,CXO,,,,68,68.0,0.0
1933,BD-13 4933,274.77033333333327,-13.805658333333334,10.628,B0.5Ve,,0,1933.0,4.146599819725863e+18,0.104,274.77032870193,-13.80568697777,Gaia DR3 4146599819725862912,0.5764,0.0264,21.8329,1.835,0.397,0.025,-1.792,0.019383697,0.123,12.95,0.91,10.54175,0.002777,10.798102,0.003024,10.100395,0.003802,13667.1,0.9999635,O,1641.06091,1572.87817,1710.35938,1645.17346,1573.54883,1719.29285,0.6977069999999994,-0.2775215036383205,0.0,274.77032870193,-13.80568697777,1933.0,1.246,1.567,J181904.9-134819,2.971,-0.22361,-0.44597,-0.20737,1e-20,7.2116552406569e-16,1e-20,5.3824356817573e-16,7.7607212155571e-16,3.0041501479576e-16,5.4543953759158e-16,8.2553011094942e-16,2.5060735510965e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CXO,CXO,274.770591338,-13.805453166,5.4543953759158e-16,2.8009057335784006e-16,2.9483218248192996e-16,5.3824356817573e-16,2.378285533799801e-16,2.3782855337997e-16,1e-20,7.2115552406569e-16,1e-20,CXO,,,,69,69.0,0.0
1966,EM* AS 315,280.25045833333326,-5.464361111111112,11.3,Be,,0,1966.0,4.256506967717461e+18,0.088,280.25043643921,-5.46437247156,Gaia DR3 4256506967717461120,0.2322,0.0279,8.3216,4.084,-1.155,0.03,-3.917,0.027517699,0.223,49.24,1.391,10.154264,0.002978,11.473716,0.00414,9.026261,0.005298,,0.99999046,B,3601.05444,3330.31494,3942.46021,3538.3208,3186.43213,4017.94238,2.447455,-1.3084324349776146,0.0,280.25043643921,-5.46437247156,1966.0,,,,,,,,,,,,,,,,,,,,,,,,2.189,1.71119,J184100.0-052749,12.4749,9.58758e-17,1.22641e-16,1.30881e-16,1.64343e-16,1.30147e-15,4.92891e-16,5.67175e-15,1.54464e-15,9.88098e-15,8.21799e-15,1.73417e-14,8.38292e-15,4.53192e-15,1.02301e-15,0.57589,0.594451,0.744715,0.253163,0.206231,0.231175,-0.179937,0.336976,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,280.25019694,-5.46381306,1.7007258245694567e-16,2.1355459095454512e-16,2.1355459095454512e-16,9.849206996478506e-16,3.730078669274964e-16,3.730078669274964e-16,9.968283067446972e-15,5.359427382145427e-15,5.359427382145427e-15,XMM,,,,135,135.0,1.0
1974,CX Dra,281.6795416666666,52.98796111111111,5.9,B2.5Ve,163.0,0,1974.0,2.1463552784897848e+18,0.188,281.67961912148,52.98793776982,Gaia DR3 2146355278489784960,2.8262,0.0587,48.1841,12.018,10.965,0.076,-4.92,0.084149174,0.404,172.8,1.078,5.861204,0.005303,5.829665,0.012472,5.842913,0.023346,15898.2,0.99994886,B,352.442017,345.356262,359.464508,351.233612,343.32962,357.844177,-0.0132479999999999,-1.9057733900661669,0.0,281.67961912148,52.98793776982,1974.0,,,,,,,,,,,,,,,,,,,,,,,,0.203,0.261684,J184643.0+525916,26908.2,1.67728e-13,6.63029e-15,4.90427e-13,9.91941e-15,4.2694e-13,9.25625e-15,2.64207e-13,1.20901e-14,2.09053e-13,2.32116e-14,1.56627e-12,3.04914e-14,1.43186e-12,2.01575e-14,0.577669,0.0147854,-0.069465,0.0146575,-0.615357,0.0156794,-0.676654,0.0325279,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,281.67953389,52.98796111,6.372826185360174e-13,1.2889721771297981e-14,1.2889721771297981e-14,3.230977613833998e-13,7.004903859570653e-15,7.004903859570653e-15,3.033287174984683e-13,1.6774238491505998e-14,1.6774238491505998e-14,XMM,,,,136,136.0,0.0
1979,SHELIAK,282.52,33.36266944444444,3.52,B7Ve,120.0,0,1979.0,2.0906877950560512e+18,0.074,282.51999065016,33.36265039331,Gaia DR3 2090687795056051328,3.5982,0.1836,19.5933,4.214,2.045,0.18,-3.685,0.2056151,1.629,4405.0,3.241,3.604878,0.015088,3.665926,0.036396,3.455207,0.039083,17700.2,0.9999519,B,279.845398,266.505096,295.181793,276.217621,263.095612,289.683258,0.2107189999999996,-3.568664847090301,0.0,282.51999065016,33.36265039331,1979.0,,,,,,,,,,,,,,,,,,,,,,,,0.044,0.310537,J185004.7+332145,13984.5,1.83992e-13,7.89965e-15,4.91325e-13,1.12595e-14,2.44949e-13,8.02921e-15,1.01437e-13,8.82062e-15,1.07279e-13,2.05911e-14,1.13174e-12,2.77077e-14,1.07799e-12,1.99099e-14,0.544361,0.0171239,-0.341731,0.0175751,-0.724831,0.0220031,-0.575066,0.0694626,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,282.51998,33.36264194,6.384495196068094e-13,1.463109421668523e-14,1.463109421668523e-14,1.8537141882489906e-13,6.076309965515546e-15,6.076309965515546e-15,1.337733098115419e-13,1.435746101430893e-14,1.435746101430893e-14,XMM,,,,137,137.0,0.0
1984,HD 175511,283.00920833333333,59.66703611111111,6.94,B9e,,0,1984.0,2.1561457423400233e+18,0.151,283.00914437293,59.66706294117,Gaia DR3 2156145742340023424,2.768,0.0318,87.0148,7.532,-5.326,0.052,5.327,0.039736442,0.34,110.7,1.204,6.939761,0.00278,6.911332,0.002944,6.945789,0.003815,10305.3,0.9999045,B,358.375671,353.832825,363.831299,358.909515,355.296356,363.595856,-0.0344570000000006,-0.8603605955044742,0.0,283.00914437293,59.66706294117,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,3.9,178028.0,0.0,0.0075,0.00239,-0.00239,-0.796,-0.403,0.00718,-0.00225,0.000432,0.000586,-0.000432,0.0,0.000616,0.0,0.483,3.242e-13,1.0344e-13,-1.0344e-13,3.55e-13,,,,XRT,XRT,283.00986,59.66689,6.091593611176225e-14,1.9435979328568356e-14,1.9435979328568356e-14,4.3676650217400195e-14,1.3935572937909547e-14,1.3935572937909547e-14,1.402365244649111e-13,4.4744189527180077e-14,4.4744189527180077e-14,XRT,,,,173,173.0,1.0
2022,V558 Lyr,291.90166666666664,37.94119722222222,6.294,B3Ve,220.0,0,2022.0,2.0519058896413673e+18,0.09,291.9016508953,37.94117557118,Gaia DR3 2051905889641367296,1.7801,0.0345,51.5426,4.702,-0.316,0.036,-4.691,0.04378951,0.31,102.9,0.824,6.225149,0.003096,6.182543,0.00444,6.229762,0.007188,28980.4,4.993e-05,B,555.617615,544.377869,565.363098,551.161987,539.733215,563.911743,-0.0472190000000001,-2.5413370296046187,0.0,291.9016508953,37.94117557118,2022.0,,,,,,,,,,,,,,,,,,,,,,,,0.115,0.348225,J192736.3+375628,13509.7,6.13957e-14,4.11384e-15,2.07683e-13,7.46322e-15,3.99057e-13,1.09377e-14,6.67336e-13,2.41488e-14,1.05122e-12,6.21986e-14,2.38724e-12,6.81999e-14,1.1968e-12,2.23417e-14,0.546771,0.0263634,0.259995,0.0209425,-0.258342,0.0211033,-0.4475,0.0276352,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,291.90163889,37.94120611,2.698725112308574e-13,9.698039431577738e-15,9.698039431577738e-15,3.019965881959418e-13,8.277384139886664e-15,8.277384139886664e-15,1.1014820340390012e-12,4.276446410063631e-14,4.276446410063631e-14,XMM,,,,138,138.0,0.0
2033,HD 344783,295.77829166666663,23.27011111111111,9.8,B0IVe,,0,2033.0,2.0200888749987456e+18,0.109,295.77827914309,23.27008314672,Gaia DR3 2020088874998745600,-0.0906,0.1408,-0.6431,6.102,-1.21,0.09,-5.981,0.14913027,1.26,2522.0,8.287,9.719704,0.002892,9.905604,0.002869,9.274323,0.003802,28929.2,4.84e-06,O,6448.9873,4592.85107,9592.5293,5738.9668,4326.99658,7454.25146,0.6312809999999995,-4.141853608407168,1.0,295.77827914309,23.27008314672,2033.0,0.118,0.849,J194306.7+231612,3.879,-0.22986,-0.44347,-0.20112,1e-20,1.8456156026981e-14,1e-20,5.9404006931123e-15,9.0756121700327e-15,2.6401780858277e-15,1.000491135013e-14,1.6007858160208e-14,3.6684674950477e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CXO,CXO,295.778250797,23.270103123,1.000491135013e-14,6.002946810078e-15,6.3364438550823004e-15,5.9404006931123e-15,3.1352114769204003e-15,3.3002226072846e-15,1e-20,1.8456146026981e-14,1e-20,CXO,,,,70,70.0,1.0
2059,HD 190864,301.41583333333324,35.607775000000004,7.79,O7IIIe,100.0,0,2059.0,2.059070135632405e+18,0.107,301.41582609726,35.60774586025,Gaia DR3 2059070135632404992,0.5264,0.018,29.1934,7.31,-3.062,0.017,-6.638,0.019265302,0.155,18.95,0.874,7.688452,0.002775,7.776162,0.002941,7.470989,0.003837,19715.0,5.297e-05,B,1818.37964,1760.6803,1877.22424,1816.71277,1759.8241,1853.72522,0.3051729999999999,-3.522260800218004,0.0,301.41582609726,35.60774586025,2059.0,,,,,,,,,,,,,,,,,,,,,,,,1.168,0.986306,J200539.8+353627,3343.06,1.13207e-14,9.11275e-16,6.3037e-14,2.03904e-15,2.28604e-14,1.41467e-15,1.64054e-15,9.4699e-16,1.60313e-16,3.65627e-15,9.95703e-14,4.82079e-15,1.2872e-13,3.80897e-15,0.696448,0.0223285,-0.521602,0.0253166,-0.939354,0.0294488,-0.927996,0.573378,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,301.41622111,35.6077,8.191307661416464e-14,2.6496191084497404e-15,2.6496191084497404e-15,1.7300192215133447e-14,1.0705876940465972e-15,1.0705876940465972e-15,1.154229030328507e-15,2.420756715918461e-15,2.420756715918461e-15,XMM,,,,139,139.0,0.0
2069,HD 228256,302.9765416666666,40.00823055555556,10.02,Bpe,,0,2069.0,2.0623983916727634e+18,0.102,302.97652323864,40.00820588078,Gaia DR3 2062398391672763392,0.4373,0.0123,35.679,5.713,-2.26,0.013,-5.247,0.013624573,0.09,11.15,1.008,9.951344,0.00623,10.317178,0.014869,9.389476,0.019244,37486.8,0.999967,O,2178.59082,2114.62524,2241.6626,2184.26904,2133.18237,2243.86475,0.927702,-1.3737003464970368,0.0,302.97652323864,40.00820588078,2069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,3.8,128863.0,0.0,0.00656,0.00107,-0.00107,0.68,-0.126,0.000535,-0.000406,0.00329,0.000719,-0.000719,0.0025,0.000644,-0.000644,0.141,2.744e-13,4.4755e-14,-4.4755e-14,6.45e-13,2.316,0.77078,-0.43966,XRT,XRT,302.97634,40.00844,8.424998245445821e-14,3.1806129891312295e-13,2.9020494261210936e-13,3.940612552368028e-14,1.4326236023463855e-13,1.7477447128106832e-13,7.353699512094215e-14,2.8552736380186827e-13,3.328429520168151e-13,XRT,2.315999984741211,0.7707800269126892,0.4396600127220154,174,174.0,1.0
